grafana_panel_id,grafana_ref_id,grafana_panel_title,segment_label,service_type,benchmark_type,instance,job,service_label,timestamp_local,timestamp_utc,timestamp_unix,load_phase,offset_seconds,metric_name,value,prom_labels_json
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:21:50,2026-06-24T09:51:50Z,1782294710,warmup,0.0,cpu_usage_go,0.0014545454545451652,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:21:50,2026-06-24T09:51:50Z,1782294710,warmup,0.0,cpu_usage_go,0.0007272727272720658,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:21:50,2026-06-24T09:51:50Z,1782294710,warmup,0.0,cpu_usage_go,0.0012727272727271486,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:22:05,2026-06-24T09:52:05Z,1782294725,warmup,15.0,cpu_usage_go,0.0016363636363636983,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:22:05,2026-06-24T09:52:05Z,1782294725,warmup,15.0,cpu_usage_go,0.0007272727272730993,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:22:05,2026-06-24T09:52:05Z,1782294725,warmup,15.0,cpu_usage_go,0.0010909090909091322,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:22:20,2026-06-24T09:52:20Z,1782294740,warmup,30.0,cpu_usage_go,0.0016363636363636983,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:22:20,2026-06-24T09:52:20Z,1782294740,warmup,30.0,cpu_usage_go,0.0009090909090911157,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:22:20,2026-06-24T09:52:20Z,1782294740,warmup,30.0,cpu_usage_go,0.0010909090909091322,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:22:35,2026-06-24T09:52:35Z,1782294755,warmup,45.0,cpu_usage_go,0.001454545454545682,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:22:35,2026-06-24T09:52:35Z,1782294755,warmup,45.0,cpu_usage_go,0.0005454545454550828,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:22:35,2026-06-24T09:52:35Z,1782294755,warmup,45.0,cpu_usage_go,0.0010909090909080987,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:22:50,2026-06-24T09:52:50Z,1782294770,warmup,60.0,cpu_usage_go,0.0007272727272725826,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:22:50,2026-06-24T09:52:50Z,1782294770,warmup,60.0,cpu_usage_go,0.0003636363636370664,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:22:50,2026-06-24T09:52:50Z,1782294770,warmup,60.0,cpu_usage_go,0.0007272727272720658,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:23:05,2026-06-24T09:53:05Z,1782294785,warmup,75.0,cpu_usage_go,0.0005454545454545661,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:23:05,2026-06-24T09:53:05Z,1782294785,warmup,75.0,cpu_usage_go,0.0003636363636360329,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:23:05,2026-06-24T09:53:05Z,1782294785,warmup,75.0,cpu_usage_go,0.0007272727272730993,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:23:20,2026-06-24T09:53:20Z,1782294800,warmup,90.0,cpu_usage_go,0.0005454545454545661,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:23:20,2026-06-24T09:53:20Z,1782294800,warmup,90.0,cpu_usage_go,0.0003636363636360329,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,warehouse-go:8084,go-services,warehouse-go:8084,2026-06-24 15:23:20,2026-06-24T09:53:20Z,1782294800,warmup,90.0,cpu_usage_go,0.0003636363636370664,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,inventory-go-twin:9082,go-services,inventory-go-twin:9082,2026-06-24 15:23:35,2026-06-24T09:53:35Z,1782294815,warmup,105.0,cpu_usage_go,0.0012727272727271486,{}
2,B,CPU Usage Rate,go_inventory,go,inventory,order-go-twin:9083,go-services,order-go-twin:9083,2026-06-24 15:23:35,2026-06-24T09:53:35Z,1782294815,warmup,105.0,cpu_usage_go,0.0003636363636360329,{}
