Timestamp,TimestampUnix,Service/Instance,Metric,Value
2026-06-23 10:10:20,1782189620,inventory-go-twin:9082,concurrency_threads_or_goroutines,9.0
2026-06-23 10:10:20,1782189620,order-go-twin:9083,concurrency_threads_or_goroutines,8.0
2026-06-23 10:10:20,1782189620,warehouse-go:8084,concurrency_threads_or_goroutines,9.0
2026-06-23 10:10:20,1782189620,inventory-go-twin:9082,heap_memory_bytes,1639104.0
2026-06-23 10:10:20,1782189620,order-go-twin:9083,heap_memory_bytes,1728704.0
2026-06-23 10:10:20,1782189620,warehouse-go:8084,heap_memory_bytes,1495848.0
2026-06-23 10:10:20,1782189620,inventory-go-twin:9082,rss_memory_bytes,21626880.0
2026-06-23 10:10:20,1782189620,order-go-twin:9083,rss_memory_bytes,21626880.0
2026-06-23 10:10:20,1782189620,warehouse-go:8084,rss_memory_bytes,22544384.0
2026-06-23 10:10:35,1782189635,inventory-go-twin:9082,concurrency_threads_or_goroutines,8.0
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service),concurrency_threads_or_goroutines,25.0
2026-06-23 10:10:35,1782189635,order-go-twin:9083,concurrency_threads_or_goroutines,8.0
2026-06-23 10:10:35,1782189635,warehouse-go:8084,concurrency_threads_or_goroutines,8.0
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084,concurrency_threads_or_goroutines,25.0
2026-06-23 10:10:35,1782189635,inventory-go-twin:9082,cpu_usage_ratio,0.00022911111111111117
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service),cpu_usage_ratio,0.9364754098360656
2026-06-23 10:10:35,1782189635,order-go-twin:9083,cpu_usage_ratio,0.00022475555555555562
2026-06-23 10:10:35,1782189635,warehouse-go:8084,cpu_usage_ratio,0.00023808888888888894
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084,cpu_usage_ratio,0.9722448979591837
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service),db_connections_active,0.0
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084,db_connections_active,0.0
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service),db_connections_pending,0.0
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084,db_connections_pending,0.0
2026-06-23 10:10:35,1782189635,inventory-go-twin:9082,heap_memory_bytes,2429880.0
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service) (G1 Eden Space),heap_memory_bytes,115343360.0
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service) (G1 Old Gen),heap_memory_bytes,13606232.0
2026-06-23 10:10:35,1782189635,inventory-java:8082 (inventory-service) (G1 Survivor Space),heap_memory_bytes,15204352.0
2026-06-23 10:10:35,1782189635,order-go-twin:9083,heap_memory_bytes,3270928.0
2026-06-23 10:10:35,1782189635,warehouse-go:8084,heap_memory_bytes,4090544.0
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084 (G1 Eden Space),heap_memory_bytes,146800640.0
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084 (G1 Old Gen),heap_memory_bytes,20421976.0
2026-06-23 10:10:35,1782189635,warehouse-java-twin:9084 (G1 Survivor Space),heap_memory_bytes,9961472.0
2026-06-23 10:10:35,1782189635,inventory-go-twin:9082,rss_memory_bytes,23986176.0
2026-06-23 10:10:35,1782189635,order-go-twin:9083,rss_memory_bytes,25034752.0
2026-06-23 10:10:35,1782189635,warehouse-go:8084,rss_memory_bytes,25821184.0
2026-06-23 10:10:50,1782189650,inventory-go-twin:9082,concurrency_threads_or_goroutines,8.0
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service),concurrency_threads_or_goroutines,24.0
2026-06-23 10:10:50,1782189650,order-go-twin:9083,concurrency_threads_or_goroutines,9.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service),concurrency_threads_or_goroutines,25.0
2026-06-23 10:10:50,1782189650,warehouse-go:8084,concurrency_threads_or_goroutines,8.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084,concurrency_threads_or_goroutines,24.0
2026-06-23 10:10:50,1782189650,inventory-go-twin:9082,cpu_usage_ratio,0.00019788888888888894
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service),cpu_usage_ratio,0.02727272727272727
2026-06-23 10:10:50,1782189650,order-go-twin:9083,cpu_usage_ratio,0.00019571111111111117
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service),cpu_usage_ratio,0.04
2026-06-23 10:10:50,1782189650,warehouse-go:8084,cpu_usage_ratio,0.00020237777777777782
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084,cpu_usage_ratio,0.01818181818181818
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service),db_connections_active,0.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service),db_connections_active,0.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084,db_connections_active,0.0
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service),db_connections_pending,0.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service),db_connections_pending,0.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084,db_connections_pending,0.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service),gc_pause_rate,0.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084,gc_pause_rate,0.0
2026-06-23 10:10:50,1782189650,inventory-go-twin:9082,heap_memory_bytes,3235496.0
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service) (G1 Eden Space),heap_memory_bytes,119537664.0
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service) (G1 Old Gen),heap_memory_bytes,13606232.0
2026-06-23 10:10:50,1782189650,inventory-java:8082 (inventory-service) (G1 Survivor Space),heap_memory_bytes,15204352.0
2026-06-23 10:10:50,1782189650,order-go-twin:9083,heap_memory_bytes,3274912.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service) (G1 Eden Space),heap_memory_bytes,10485760.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service) (G1 Old Gen),heap_memory_bytes,24873304.0
2026-06-23 10:10:50,1782189650,order-java:8083 (order-service) (G1 Survivor Space),heap_memory_bytes,13238288.0
2026-06-23 10:10:50,1782189650,warehouse-go:8084,heap_memory_bytes,3934200.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084 (G1 Eden Space),heap_memory_bytes,3145728.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084 (G1 Old Gen),heap_memory_bytes,20421976.0
2026-06-23 10:10:50,1782189650,warehouse-java-twin:9084 (G1 Survivor Space),heap_memory_bytes,13107200.0
